id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
227,51,2,2,5,1,2,1,0,7,0,1194,2.0,1041,0,0,1.4,94.19,-42.01,4.99,5139.22,0.0
228,28,6,1,5,1,2,1,0,9,1,2458,0.0,853,1,1,-3.4,96.4,-36.9,1.05,5234.78,1.0
229,58,1,2,1,0,2,1,1,5,3,260,2.0,207,2,1,1.1,89.87,-47.98,3.52,4973.76,0.0
230,36,0,2,2,1,1,1,0,7,3,213,3.0,952,0,0,1.4,98.42,-44.7,4.81,5008.51,0.0
231,48,9,2,6,1,1,1,1,7,4,335,1.0,1047,0,0,-2.9,90.98,-34.7,1.02,5111.73,0.0
232,47,0,2,4,1,1,1,1,6,3,409,1.0,1038,0,0,1.4,93.23,-43.3,4.85,5113.08,0.0
233,50,0,2,4,0,1,1,1,5,1,3895,3.0,811,1,1,1.1,94.24,-45.68,4.45,5135.94,0.0
234,47,0,2,0,0,1,1,1,5,0,282,0.0,580,1,0,1.1,90.03,-36.47,1.78,4968.3,0.0
235,27,8,1,5,1,2,1,1,5,0,2897,1.0,884,5,2,-1.8,96.03,-33.8,3.55,4976.73,0.0
236,28,4,1,5,1,1,1,1,5,4,113,0.0,952,0,0,1.1,92.49,-35.52,4.62,5274.05,0.0
237,36,9,2,5,1,2,1,1,6,0,75,2.0,1001,0,0,1.4,96.25,-41.63,4.81,5128.76,0.0
238,30,9,1,6,1,1,1,1,6,0,122,0.0,979,0,0,1.4,92.38,-40.08,4.71,5395.39,0.0
239,28,9,1,5,1,2,1,0,7,3,56,2.0,1037,0,0,1.4,96.26,-42.65,5.07,4971.92,0.0
240,46,4,3,5,1,2,1,0,7,4,310,6.0,975,0,0,1.4,89.31,-43.21,4.92,5473.82,0.0
241,58,6,1,7,0,2,1,0,8,3,97,23.0,1006,0,0,1.4,91.57,-41.54,5.01,5400.62,1.0
242,33,0,2,5,1,1,2,0,5,3,16,7.0,1015,0,0,-1.8,90.66,-45.83,1.28,5221.47,0.0
243,45,1,2,1,0,2,1,0,7,0,95,3.0,959,0,0,1.4,97.39,-44.32,5.03,5463.36,0.0
244,28,4,1,5,1,1,1,0,11,1,228,1.0,993,1,1,-0.1,90.03,-42.33,4.18,5013.94,0.0
245,50,7,3,2,0,2,1,1,6,1,4763,8.0,582,2,1,1.4,94.57,-34.36,3.02,5411.39,0.0
246,33,9,2,5,1,2,1,0,4,0,1199,3.0,149,4,0,-1.8,89.38,-30.03,1.16,4964.37,0.0
247,43,0,2,5,1,2,1,1,6,1,415,6.0,1018,0,0,1.4,93.99,-40.37,4.99,5269.92,0.0
248,42,10,2,3,1,2,1,0,5,3,3289,1.0,243,4,1,-1.8,96.49,-28.42,2.66,4995.76,1.0
249,57,4,2,5,1,2,2,0,11,1,580,2.0,982,1,1,-0.1,91.98,-41.37,3.97,5024.33,1.0
250,45,1,3,1,0,2,1,1,5,1,149,1.0,1033,0,0,1.1,89.76,-37.85,5.0,5367.49,0.0
251,53,4,2,1,1,2,1,0,11,2,4740,2.0,892,1,2,-0.1,95.87,-32.88,3.85,5210.18,0.0
252,28,11,2,5,1,0,0,1,5,4,276,1.0,968,0,0,1.1,95.49,-34.9,4.77,5045.65,0.0
253,33,0,2,4,1,1,2,1,5,4,2374,2.0,207,0,0,1.1,95.35,-42.91,2.01,5075.84,0.0
254,44,7,2,4,1,2,1,0,8,1,183,2.0,994,0,0,1.4,96.99,-37.65,5.05,5489.5,0.0
255,53,0,2,4,1,1,1,0,8,1,87,5.0,951,0,0,1.4,95.68,-37.72,4.99,5050.34,0.0
256,37,2,2,4,1,1,1,1,6,2,460,0.0,964,0,0,1.4,92.19,-41.96,4.97,5154.9,0.0
257,29,1,1,1,0,2,1,1,5,3,43,2.0,954,0,0,-1.8,95.3,-47.4,1.31,5277.56,0.0
258,57,5,1,4,1,1,2,1,6,1,103,1.0,1014,0,0,1.4,95.4,-41.63,4.99,5233.32,0.0
259,23,7,1,3,0,2,1,0,5,0,4386,3.0,1014,1,1,-1.8,93.72,-36.48,2.31,4809.99,0.0
260,23,8,1,4,1,2,1,0,8,1,79,0.0,970,0,0,-2.9,96.53,-30.77,0.9,5289.4,0.0
261,46,0,2,3,1,2,2,0,8,2,108,3.0,959,0,0,1.4,93.07,-37.54,5.0,5473.82,0.0
262,36,1,1,2,1,2,2,0,7,3,95,1.0,1019,0,0,1.4,90.16,-41.63,5.19,4966.69,0.0
263,26,7,3,2,1,1,2,1,5,0,81,7.0,1003,0,0,1.1,98.22,-35.56,4.61,5009.31,0.0
264,29,7,2,4,1,1,1,1,6,2,206,1.0,1012,0,0,1.4,94.84,-40.46,4.99,5060.8,0.0
265,30,0,1,4,1,2,1,0,11,4,60,0.0,970,0,0,-0.1,92.08,-42.29,3.93,5408.82,0.0
266,27,1,1,4,1,2,1,1,7,2,169,6.0,985,0,0,1.4,97.86,-42.05,4.89,5369.25,0.0
267,40,1,2,2,0,2,1,0,7,1,191,0.0,969,0,0,1.4,92.88,-42.78,4.94,5034.66,0.0
268,30,1,2,4,1,2,1,1,5,2,87,0.0,1045,0,0,1.1,94.18,-37.01,4.85,5066.41,0.0
269,49,0,2,5,1,2,1,0,8,1,112,6.0,965,0,0,1.4,97.83,-34.72,4.89,5207.18,0.0
270,30,7,2,4,1,2,2,0,7,0,156,1.0,1014,0,0,1.4,94.66,-42.74,5.15,5400.62,0.0
271,32,9,2,5,1,2,2,0,8,4,2731,5.0,540,5,0,1.4,90.81,-27.79,2.6,5065.46,0.0
272,33,0,2,5,1,2,1,1,5,3,1697,4.0,610,1,0,1.1,89.86,-42.79,0.83,5130.94,0.0
273,59,5,2,5,1,1,1,0,8,2,328,2.0,1015,0,0,1.4,89.79,-37.9,5.17,5139.22,0.0
274,33,0,1,5,1,1,1,0,3,1,545,2.0,986,2,1,-1.8,94.21,-50.87,4.01,4762.04,1.0
275,57,5,2,1,0,1,2,0,7,1,600,4.0,999,0,0,1.4,98.42,-42.87,5.16,5306.52,0.0
276,52,1,2,3,0,1,1,1,5,3,4415,1.0,978,0,1,1.1,96.8,-43.11,1.04,5162.53,0.0
277,31,9,2,5,1,1,1,0,9,2,224,1.0,1032,0,0,-1.1,96.64,-36.33,0.86,5177.03,1.0
278,35,4,2,5,0,1,1,1,5,2,946,1.0,352,0,2,1.1,97.32,-33.03,0.65,4888.12,0.0
279,30,9,1,5,1,2,2,1,7,2,16,23.0,976,0,0,1.4,96.64,-44.19,4.72,5144.45,0.0
280,41,4,2,0,0,1,1,0,4,3,2869,1.0,574,1,1,-1.8,93.72,-44.27,1.55,5047.44,0.0
281,49,4,1,6,1,1,1,0,5,2,1854,1.0,962,6,2,-1.8,91.43,-46.92,3.69,5025.36,0.0
282,54,1,2,1,0,2,1,0,4,0,851,5.0,1017,0,0,-1.8,94.28,-49.4,1.46,5150.09,0.0
283,52,4,2,5,1,1,1,0,11,0,60,1.0,966,0,0,-0.1,88.63,-40.99,4.06,5408.82,0.0
284,36,0,3,5,1,2,1,0,11,4,496,1.0,11,6,1,-0.1,91.13,-37.88,1.64,5051.1,0.0
285,55,1,3,3,1,2,1,0,11,2,597,3.0,463,3,2,-0.1,93.14,-30.95,1.52,5042.91,1.0
286,37,0,2,5,1,2,1,1,5,0,4847,2.0,764,4,2,1.1,95.26,-27.46,2.66,5316.18,0.0
287,37,1,2,3,1,2,1,0,4,1,216,0.0,1041,0,0,-1.8,91.86,-47.52,1.44,4956.32,0.0
288,58,11,2,0,0,2,1,0,8,1,123,3.0,978,0,0,1.4,94.0,-35.99,4.86,5139.22,0.0
289,27,5,0,1,2,2,1,1,8,3,776,23.0,378,6,0,1.4,89.59,-37.87,1.74,5377.64,1.0
290,41,11,1,2,1,1,0,1,10,2,1884,12.0,382,1,2,-1.7,88.23,-38.59,3.45,5166.37,1.0
291,37,9,1,5,1,1,1,1,6,0,179,2.0,963,0,0,1.4,94.65,-41.17,4.99,5259.46,0.0
292,54,5,2,5,1,1,1,0,8,1,327,1.0,1020,0,0,1.4,91.2,-36.17,4.86,5316.97,0.0
293,50,0,2,3,1,2,2,1,5,3,3592,0.0,730,5,2,1.1,96.74,-40.4,1.06,5293.72,0.0
294,22,8,1,2,1,2,1,0,10,1,88,0.0,1000,0,0,-3.4,94.0,-27.38,0.72,5092.76,0.0
295,44,6,2,3,0,2,1,0,8,3,162,1.0,1019,0,0,1.4,92.04,-37.0,5.05,5243.78,0.0
296,52,1,3,4,1,1,1,1,6,1,676,2.0,952,0,0,1.4,90.49,-40.92,4.76,5102.62,1.0
297,42,9,2,3,1,2,1,0,11,3,360,2.0,1023,0,0,-0.1,91.33,-43.21,4.14,5294.52,0.0
298,44,1,2,0,1,1,1,1,6,3,4657,0.0,272,1,2,1.4,95.95,-28.28,1.48,4756.78,0.0
299,36,5,3,2,0,1,1,0,12,3,86,23.0,956,0,0,1.4,94.19,-35.95,5.18,5139.22,1.0
300,85,5,2,5,1,2,2,0,10,1,64,1.0,993,1,1,-3.4,88.54,-27.46,0.75,5122.86,0.0
301,41,7,2,4,0,2,2,1,6,1,4966,0.0,263,3,0,1.4,94.81,-36.87,4.89,4894.8,0.0
302,23,1,1,1,1,0,0,0,5,3,4280,23.0,946,6,0,-3.4,96.23,-41.74,1.65,5181.53,0.0
303,41,2,2,2,0,1,1,1,6,3,933,2.0,414,4,2,1.4,91.37,-32.66,4.74,4988.22,0.0
304,32,7,1,4,1,1,1,0,10,1,136,1.0,949,0,0,-3.4,96.03,-26.73,0.73,5017.5,1.0
305,46,4,2,5,1,1,1,0,11,1,69,1.0,967,0,0,-0.1,97.39,-43.38,3.97,5190.6,0.0
306,60,5,2,4,1,2,1,0,10,2,1323,1.0,271,3,0,-3.4,92.43,-27.77,1.58,4989.06,0.0
307,50,4,2,5,1,2,2,0,4,4,1332,8.0,474,5,1,-1.8,94.79,-29.75,1.14,5145.55,0.0
308,31,7,2,4,1,1,1,0,5,1,1210,1.0,132,6,0,-1.8,91.28,-42.87,1.29,5164.75,0.0
309,31,7,1,4,1,2,1,0,5,1,3706,1.0,464,4,1,-1.8,92.05,-36.48,2.04,5064.82,0.0
310,27,4,1,5,1,1,2,0,11,1,76,1.0,1038,0,0,-0.1,96.46,-40.86,4.34,5273.73,0.0
311,29,0,1,5,1,2,2,0,7,2,2786,6.0,6,3,1,1.4,98.21,-31.72,1.82,5149.28,0.0
312,31,1,2,4,0,2,1,0,7,1,349,5.0,67,4,2,1.4,93.54,-30.82,4.68,5112.44,0.0
313,48,1,2,2,0,1,1,0,7,2,230,0.0,1040,0,0,1.4,98.23,-43.21,5.03,5149.67,0.0
314,35,1,2,3,1,1,1,1,5,2,142,2.0,1035,0,0,1.1,98.41,-36.03,4.81,5040.46,0.0
315,36,9,1,6,0,1,1,0,7,2,4935,1.0,663,4,1,1.4,98.49,-47.67,1.0,5350.2,0.0
316,30,0,2,4,1,2,1,0,11,2,82,1.0,1029,1,1,-3.4,97.18,-30.0,0.74,4816.8,0.0
317,44,0,1,5,1,1,1,0,8,1,960,1.0,950,0,0,-2.9,88.97,-32.21,0.86,5233.56,0.0
318,47,6,2,5,1,1,1,0,8,3,4895,1.0,162,3,1,1.4,97.06,-29.18,1.84,5158.19,0.0
319,47,9,3,0,1,1,2,0,3,0,228,23.0,986,0,0,-0.1,93.2,-43.59,4.0,5195.8,0.0
320,28,0,2,5,1,1,1,1,8,2,575,3.0,1029,0,0,1.4,91.57,-36.82,4.83,5259.46,1.0
321,47,4,3,5,1,0,0,1,5,2,3139,0.0,619,4,0,1.1,90.89,-35.15,4.22,5109.22,0.0
322,60,11,0,7,1,1,2,0,4,3,1520,23.0,338,2,2,1.4,91.93,-48.16,1.39,5092.23,1.0
323,34,7,2,4,1,1,1,0,7,1,81,7.0,962,0,0,1.4,94.1,-41.71,4.79,5181.04,0.0
324,44,1,3,3,0,1,1,0,11,0,223,3.0,1019,1,1,-0.1,95.8,-41.07,4.31,5429.61,0.0
325,38,0,1,5,1,2,1,1,6,2,3700,1.0,465,6,1,1.4,97.52,-33.44,4.31,5328.12,0.0
326,32,1,2,3,1,2,2,0,7,3,4203,0.0,878,3,2,1.4,89.89,-33.86,1.12,5224.03,0.0
327,46,1,2,1,0,1,1,0,5,3,13,3.0,978,0,0,-1.8,92.42,-46.33,1.3,4874.73,0.0
328,53,9,2,2,0,2,1,0,5,1,1576,3.0,961,5,1,-1.8,93.59,-29.07,2.82,5312.01,0.0
329,29,0,1,4,1,1,1,0,7,4,3387,1.0,507,3,2,1.4,95.64,-39.86,5.01,5254.27,1.0
330,32,1,2,3,0,1,2,0,4,0,722,1.0,915,1,0,-1.8,89.01,-46.32,1.48,5090.73,0.0
331,29,9,2,4,1,2,2,0,11,3,2153,0.0,242,1,1,-0.1,91.12,-35.15,0.85,5086.05,0.0
332,32,0,2,3,1,2,1,1,6,0,247,2.0,959,0,0,1.4,91.34,-42.51,5.03,5165.36,0.0
333,43,1,2,4,1,2,1,0,11,0,169,2.0,1048,0,0,-3.4,90.05,-30.46,0.71,5052.62,1.0
334,43,0,3,3,0,1,1,1,5,4,490,1.0,1031,0,0,1.1,90.23,-35.74,4.97,5414.21,0.0
335,34,5,2,4,1,2,1,0,4,3,4583,6.0,511,5,0,-1.8,90.93,-37.74,4.4,4888.13,0.0
336,49,1,2,3,0,2,1,0,4,3,3529,2.0,700,5,0,-1.8,90.6,-39.28,2.24,5423.89,0.0
337,32,4,2,4,1,2,1,0,11,2,228,2.0,957,0,0,-0.1,90.12,-43.84,4.28,5117.86,0.0
338,48,0,1,4,1,2,1,0,7,2,176,2.0,1016,0,0,1.4,89.22,-44.23,5.17,5489.5,0.0
339,39,7,2,5,1,1,1,1,5,3,151,1.0,1022,0,0,1.1,89.29,-36.25,4.92,5123.51,0.0
340,36,9,1,5,1,2,1,0,5,0,12,12.0,988,0,0,-1.8,91.12,-44.44,1.28,5048.1,0.0
341,37,0,2,4,1,2,1,1,6,1,3164,1.0,682,2,1,1.4,95.67,-44.29,3.79,4848.65,0.0
342,37,9,2,5,1,1,1,0,8,1,120,1.0,1000,0,0,1.4,93.91,-37.5,5.01,5008.51,0.0
343,29,2,1,5,1,1,1,0,7,3,2330,1.0,357,5,1,1.4,95.42,-37.44,3.65,4996.54,0.0
344,35,9,1,6,1,2,1,0,5,0,250,5.0,975,0,0,-1.8,92.14,-45.13,1.28,5134.79,0.0
345,79,5,2,6,1,1,1,0,11,4,319,2.0,1027,1,1,-3.4,89.22,-30.0,0.74,5002.44,1.0
346,45,9,2,4,1,2,1,0,7,1,299,4.0,518,0,1,1.4,93.26,-42.04,2.62,5204.27,0.0
347,56,0,2,5,0,2,1,0,8,4,157,0.0,995,0,0,1.4,93.53,-36.6,4.79,5468.59,0.0
348,42,9,2,3,1,2,1,0,5,2,65,1.0,954,1,1,-1.8,90.47,-46.56,1.3,5226.57,0.0
349,45,2,2,5,1,2,1,0,8,1,653,1.0,1009,0,0,1.4,97.08,-35.77,4.97,5269.92,1.0
350,38,9,3,6,1,1,1,1,5,4,1182,2.0,149,4,0,1.1,97.65,-28.49,2.57,5048.77,0.0
351,34,9,1,6,1,2,1,0,8,0,71,1.0,974,0,0,1.4,92.41,-36.38,5.17,5175.81,0.0
352,40,7,3,4,0,1,1,1,6,3,112,1.0,1016,0,0,1.4,97.96,-39.87,4.75,5029.43,0.0
353,32,0,1,4,1,2,1,0,7,2,153,0.0,964,0,0,1.4,97.67,-43.34,5.17,5086.94,0.0
354,30,9,2,3,1,1,1,0,7,4,1729,5.0,293,2,0,1.4,97.69,-29.45,2.35,5109.64,0.0
355,42,9,2,6,1,1,1,0,4,3,4688,1.0,358,3,0,-1.8,94.54,-47.25,1.43,5085.27,0.0
356,50,7,2,4,1,2,1,0,5,4,207,1.0,1014,0,0,-1.8,94.75,-47.67,1.32,5063.4,0.0
357,34,0,2,4,1,2,1,0,5,2,42,0.0,1002,0,0,-1.8,92.14,-44.53,1.26,5165.38,0.0
358,23,7,2,4,1,1,1,0,5,2,4708,0.0,540,4,2,-1.8,92.58,-47.71,4.44,5254.11,0.0
359,41,0,2,4,1,1,1,1,6,1,1346,3.0,730,3,0,1.4,89.66,-33.54,3.15,5266.27,0.0
360,58,5,2,1,0,1,1,1,6,3,73,2.0,953,0,0,1.4,96.07,-42.21,4.92,5003.29,0.0
361,40,9,1,5,0,2,1,0,7,0,267,5.0,1042,0,0,1.4,94.29,-42.91,5.19,4982.37,0.0
362,25,7,1,4,1,1,1,1,6,2,3890,2.0,623,3,1,1.4,94.52,-28.63,3.77,5108.39,0.0
363,29,10,1,1,1,2,2,0,11,4,117,0.0,993,0,0,-0.1,91.42,-42.71,4.15,5164.62,0.0
364,43,9,2,6,0,1,2,0,8,0,1791,1.0,311,1,2,1.4,93.3,-28.3,4.59,5152.26,0.0
365,48,1,2,1,1,2,1,0,5,0,2982,3.0,175,6,1,-1.8,96.24,-41.8,1.27,4983.24,0.0
366,32,10,1,4,1,2,1,1,6,0,122,3.0,611,0,0,1.4,89.52,-28.21,0.88,5358.38,0.0
367,48,1,3,0,0,1,1,0,7,2,1556,0.0,667,4,1,1.4,97.33,-50.17,3.05,5199.39,0.0
368,38,9,1,4,1,2,1,0,7,2,4722,6.0,764,3,1,1.4,96.68,-36.7,1.45,5216.72,1.0
369,33,1,2,3,1,2,2,0,5,0,247,1.0,985,0,0,-1.8,97.53,-47.9,1.34,4961.42,0.0
370,34,0,1,4,1,2,1,0,8,4,1047,2.0,970,0,0,-2.9,89.15,-32.93,0.9,5253.86,1.0
371,26,0,1,5,1,1,1,1,5,1,19,1.0,555,4,2,1.1,93.39,-40.59,1.08,5352.46,0.0
372,36,9,2,6,1,2,1,1,6,1,2654,0.0,885,3,2,1.4,98.27,-28.79,1.74,5019.55,0.0
373,54,5,3,4,1,1,1,1,6,3,410,15.0,989,0,0,1.4,93.33,-43.22,4.78,5452.9,0.0
374,28,0,1,5,1,1,1,0,8,4,251,1.0,3,2,2,-2.9,92.47,-30.36,0.92,5035.59,1.0
375,45,9,1,4,2,2,0,1,8,4,169,14.0,297,0,0,-1.8,93.86,-30.37,1.41,5300.18,0.0
376,29,7,2,4,1,2,1,0,5,2,232,2.0,1015,0,0,-1.8,91.4,-47.53,1.25,5007.31,0.0
377,47,6,2,1,1,2,2,0,8,3,3632,1.0,157,3,1,1.4,95.71,-45.87,4.59,5168.9,1.0
378,45,0,2,3,1,2,1,0,11,0,2999,3.0,454,5,2,-0.1,95.71,-34.09,4.37,4935.54,0.0
379,32,1,2,3,1,0,0,1,5,2,4570,3.0,734,1,2,1.1,90.42,-39.62,3.31,5082.47,0.0
380,29,0,2,5,1,2,1,0,3,1,176,3.0,951,0,0,-1.8,96.27,-48.6,1.57,5119.49,1.0
381,33,9,2,5,0,2,1,0,8,1,158,0.0,976,0,0,1.4,89.61,-37.58,4.93,5374.48,0.0
382,19,8,1,0,1,2,1,0,5,0,4711,4.0,255,1,0,-1.8,89.31,-35.56,3.98,5079.34,0.0
383,42,0,3,4,1,1,1,0,4,0,1380,2.0,325,1,0,-1.8,95.47,-38.05,3.48,5356.25,0.0
384,31,1,1,4,0,2,1,1,5,2,207,1.0,1008,0,0,1.1,91.83,-35.63,4.75,5253.29,0.0
385,64,0,2,4,1,2,1,0,10,4,125,0.0,962,1,1,-3.4,96.4,-27.0,0.76,4962.3,1.0
386,85,4,0,5,0,0,2,0,9,3,467,23.0,652,5,2,1.4,96.54,-28.74,2.11,4970.56,1.0
387,38,0,1,4,1,2,2,1,5,4,2807,1.0,864,4,0,1.1,92.24,-34.02,4.01,4897.52,0.0
388,32,0,2,5,1,2,2,0,5,0,2949,1.0,195,0,2,-1.8,91.51,-28.55,4.27,5149.82,0.0
389,35,9,1,6,1,1,1,1,6,3,610,2.0,1028,0,0,1.4,90.59,-41.46,5.1,5384.94,0.0
390,40,10,2,6,1,1,2,1,5,1,271,1.0,1005,0,0,1.1,89.57,-36.18,4.82,4972.97,0.0
391,26,7,1,4,1,2,1,0,7,0,305,2.0,970,0,0,1.4,91.47,-44.32,4.97,5384.94,0.0
392,46,1,2,3,1,1,1,1,7,4,233,0.0,1016,0,0,1.4,90.06,-44.62,5.02,5039.88,0.0
393,31,9,2,5,1,2,1,1,5,4,91,4.0,957,0,0,1.1,92.49,-36.18,5.06,5165.04,0.0
394,31,1,2,4,1,0,0,0,4,0,19,5.0,1001,0,0,-1.8,89.16,-48.32,1.42,5078.7,0.0
395,59,9,2,6,1,2,1,0,11,3,309,4.0,990,0,0,-0.1,92.26,-40.36,4.01,5419.21,0.0
396,54,5,3,6,1,1,1,1,6,2,201,0.0,994,0,0,1.4,90.21,-43.26,4.88,5201.95,0.0
397,30,1,1,2,1,2,1,0,5,3,2172,1.0,4,1,0,-1.8,94.29,-31.24,4.8,5297.96,1.0
398,28,0,1,5,1,2,1,1,5,0,90,2.0,1017,0,0,1.1,93.8,-37.3,5.06,5232.52,0.0
399,39,1,2,2,1,1,1,0,7,2,334,2.0,988,0,0,1.4,94.01,-44.45,5.02,4982.37,0.0
400,49,0,2,5,1,2,1,0,8,2,2566,5.0,112,4,2,1.4,91.88,-42.3,4.55,5028.12,0.0
401,26,10,2,4,1,1,1,0,6,3,120,2.0,1013,0,0,-2.9,90.73,-42.14,1.3,4918.83,0.0
402,43,1,2,3,1,1,1,0,8,0,129,3.0,1022,0,0,1.4,96.8,-36.28,4.9,5013.74,0.0
403,54,1,2,1,0,1,1,0,7,0,245,6.0,1018,0,0,1.4,89.4,-40.6,4.79,5003.29,0.0
404,31,4,1,5,1,2,1,0,4,0,4395,3.0,45,2,1,-1.8,88.36,-46.81,2.87,5182.92,0.0
405,37,7,2,1,2,0,0,1,5,0,459,9.0,976,0,0,-0.1,92.54,-41.07,4.33,5133.45,0.0
406,36,3,3,5,1,1,1,0,11,2,421,2.0,1027,0,0,-1.1,93.44,-50.64,1.03,5196.88,1.0
407,37,0,2,5,1,1,1,0,8,3,298,1.0,956,0,0,-2.9,92.84,-30.11,0.86,5071.12,0.0
408,44,1,2,2,0,2,1,1,5,0,104,1.0,1019,0,0,1.1,93.14,-35.08,4.89,5320.77,0.0
409,38,9,1,6,1,2,1,0,11,0,254,1.0,970,1,1,-0.1,94.87,-40.48,4.19,5123.05,0.0
410,32,4,2,5,1,2,1,0,8,0,189,1.0,1009,0,0,-2.9,95.42,-32.68,0.8,5299.55,0.0
411,58,2,2,1,1,1,2,0,11,1,171,2.0,996,1,1,-0.1,89.56,-40.57,4.09,5221.77,0.0
412,40,0,2,5,1,2,1,0,11,2,2384,2.0,444,1,1,-0.1,95.42,-36.25,1.85,5312.98,0.0
413,57,2,3,5,1,2,2,1,6,0,748,1.0,473,3,2,1.4,92.04,-49.89,4.44,5256.02,0.0
414,48,1,2,3,0,2,2,0,8,3,85,3.0,999,0,0,1.4,91.94,-35.16,5.19,5186.27,0.0
415,27,1,1,3,1,2,2,0,5,3,224,3.0,1017,0,0,-1.8,94.1,-44.53,1.2,5037.91,1.0
416,53,9,2,5,1,1,1,1,6,1,2025,0.0,68,6,0,1.4,95.43,-49.1,0.67,4935.4,0.0
417,48,3,2,4,1,2,1,0,8,0,117,1.0,976,0,0,1.4,93.63,-34.54,5.2,5024.2,0.0
418,54,0,3,4,1,1,1,1,6,2,152,1.0,1013,0,0,1.4,94.46,-43.17,4.9,5144.45,0.0
419,30,0,2,4,1,2,1,1,6,1,3382,9.0,733,0,1,1.4,92.81,-31.33,1.82,5079.58,0.0
420,68,7,2,6,2,0,0,0,4,2,157,23.0,1027,0,0,1.4,90.54,-36.93,4.73,5400.62,0.0
421,25,1,2,3,0,1,1,0,5,3,4469,4.0,255,4,2,-1.8,89.66,-27.22,4.0,5076.2,0.0
422,25,0,1,4,0,1,1,0,5,3,4471,3.0,333,4,2,-1.8,93.92,-36.57,3.93,4799.05,0.0
423,43,10,2,0,1,2,2,0,8,3,1669,3.0,565,4,1,-2.9,89.83,-39.77,2.95,5077.13,1.0
424,28,0,2,5,1,1,1,1,5,4,4669,0.0,24,5,0,1.1,94.98,-45.77,3.49,5064.6,1.0
425,42,6,2,5,1,1,1,1,5,1,159,0.0,120,3,0,1.1,89.83,-47.19,3.78,5313.77,0.0
426,47,1,2,3,1,2,2,1,5,4,132,3.0,959,0,0,1.1,89.29,-37.85,4.68,4931.45,0.0
427,36,4,2,5,1,1,2,0,11,2,1777,2.0,524,0,2,-0.1,95.37,-36.01,3.33,4904.77,0.0
428,61,0,1,4,1,1,2,1,5,1,492,1.0,1044,0,0,1.1,89.38,-36.61,5.06,5232.52,0.0
429,53,0,1,3,1,1,1,1,5,2,266,1.0,983,0,0,1.1,89.85,-36.47,4.66,5087.18,0.0
430,67,5,2,5,1,2,1,0,10,3,4400,0.0,210,5,0,-3.4,96.4,-45.4,3.15,4844.73,0.0
431,28,1,1,4,1,1,1,0,5,3,1180,0.0,464,4,2,-1.8,93.32,-30.53,1.54,5164.24,0.0
432,35,0,1,5,1,1,1,0,6,0,155,0.0,999,1,1,-2.9,96.86,-41.81,1.23,5091.42,0.0
433,51,1,2,5,1,1,2,1,5,3,2175,3.0,578,3,1,1.1,96.07,-39.44,3.6,4954.2,0.0
434,37,6,3,4,1,1,1,0,9,1,263,1.0,3,1,2,-3.4,89.79,-30.36,0.75,5208.16,1.0
435,68,9,2,0,1,1,1,0,12,3,4556,3.0,623,6,2,-3.0,90.96,-43.89,1.47,5247.06,0.0
436,34,1,2,3,1,2,2,0,5,1,254,4.0,316,5,2,-1.8,89.52,-37.92,3.85,5214.43,0.0
437,50,4,2,5,1,2,1,0,7,0,1547,0.0,667,3,1,1.4,90.14,-29.08,5.14,4877.76,0.0
438,40,7,2,4,1,1,2,1,5,3,1193,3.0,897,0,1,1.1,96.66,-30.89,4.8,5165.96,0.0
439,31,0,1,4,1,2,1,0,7,2,927,1.0,978,0,0,1.4,91.75,-42.87,5.12,5306.52,1.0
440,35,9,2,3,1,2,1,0,7,0,468,1.0,1009,0,0,1.4,97.48,-44.32,4.78,5405.85,0.0
441,61,6,2,2,2,0,0,0,9,2,519,3.0,1024,0,0,1.4,89.78,-42.1,4.89,5102.62,1.0
442,60,7,2,2,1,2,1,0,5,4,44,2.0,1018,0,0,-1.8,88.43,-47.3,1.28,4854.34,0.0
443,39,9,3,5,0,2,1,0,8,0,66,2.0,1039,0,0,1.4,90.45,-36.89,4.95,5458.13,0.0
444,42,0,1,4,1,1,1,1,5,2,595,2.0,957,0,0,1.1,92.67,-37.67,4.71,5237.71,0.0
445,59,7,2,4,1,2,1,0,7,4,1014,23.0,743,3,1,1.4,91.84,-41.41,4.38,4928.7,0.0
446,34,1,2,3,1,2,1,1,5,0,122,2.0,963,0,0,1.1,93.43,-36.54,4.78,5087.18,0.0
447,28,7,2,4,1,2,1,0,5,3,332,1.0,1024,0,0,-1.8,95.95,-45.32,1.2,5257.17,0.0
448,40,4,2,5,1,2,1,0,5,3,191,1.0,972,0,0,-1.8,93.54,-46.33,1.35,5267.37,0.0
449,53,9,2,6,1,1,1,0,7,3,348,1.0,928,0,0,-2.9,95.21,-27.07,4.43,5053.91,1.0
450,28,9,3,6,1,2,1,0,5,1,417,0.0,1017,0,0,-1.8,95.4,-46.8,1.25,4986.91,0.0
451,38,1,2,2,1,2,1,0,10,3,4238,0.0,789,0,2,-3.4,98.15,-34.91,2.32,5035.57,0.0
452,39,9,2,6,1,1,1,1,10,3,1022,1.0,809,6,2,-0.1,97.79,-27.4,4.45,5288.39,1.0
453,31,9,1,5,1,2,1,0,5,4,590,7.0,882,3,1,-1.8,92.88,-46.47,0.87,5213.96,1.0
